Platform,Year_of_Release,Genre,Critic_Score,Critic_Count,User_Score,User_Count,Rating
29,,8,45.0,25.0,2.0,5.0,5
2,,9,,,,,7
17,,9,,,8.9,9.0,7
28,,9,56.0,11.0,4.5,6.0,7
4,,9,,,,,8
26,,10,,,,,1
17,,10,,,,,8
0,,10,,,,,8
29,,10,76.0,25.0,,,7
28,,10,,,,,8
19,,10,43.0,7.0,,,2
4,,11,86.0,55.0,8.7,96.0,2
28,,11,77.0,18.0,7.5,37.0,7
19,,11,,,,,8
17,,11,50.0,8.0,6.7,37.0,7
16,,11,54.0,15.0,9.1,10.0,1
17,,11,,,,,8
0,1980.0,3,,,,,8
0,1980.0,3,,,,,8
0,1980.0,8,,,,,8
0,1980.0,8,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,0,,,,,8
0,1981.0,4,,,,,8
0,1981.0,4,,,,,8
0,1981.0,5,,,,,8
0,1981.0,5,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,8,,,,,8
0,1981.0,9,,,,,8
0,1981.0,10,,,,,8
0,1981.0,10,,,,,8
0,1981.0,10,,,,,8
0,1981.0,10,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,0,,,,,8
0,1982.0,3,,,,,8
0,1982.0,4,,,,,8
0,1982.0,4,,,,,8
0,1982.0,4,,,,,8
0,1982.0,4,,,,,8
0,1982.0,4,,,,,8
0,1982.0,5,,,,,8
0,1982.0,5,,,,,8
0,1982.0,5,,,,,8
0,1982.0,6,,,,,8
0,1982.0,6,,,,,8
0,1982.0,8,,,,,8
0,1982.0,8,,,,,8
0,1982.0,8,,,,,8
0,1982.0,8,,,,,8
0,1982.0,10,,,,,8
0,1983.0,0,,,,,8
0,1983.0,0,,,,,8
0,1983.0,0,,,,,8
0,1983.0,0,,,,,8
0,1983.0,0,,,,,8
0,1983.0,1,,,,,8
11,1983.0,3,,,,,8
11,1983.0,4,,,,,8
11,1983.0,4,,,,,8
11,1983.0,4,,,,,8
11,1983.0,4,,,,,8
0,1983.0,5,,,,,8
0,1983.0,8,,,,,8
11,1983.0,10,,,,,8
11,1984.0,0,,,,,8
11,1984.0,3,,,,,8
11,1984.0,5,,,,,8
11,1984.0,6,,,,,8
11,1984.0,6,,,,,8
11,1984.0,8,,,,,8
11,1984.0,8,,,,,8
11,1984.0,10,,,,,8
11,1984.0,10,,,,,8
11,1985.0,0,,,,,8
4,1985.0,0,,,,,8
11,1985.0,4,,,,,8
11,1985.0,4,,,,,8
11,1985.0,4,,,,,8
11,1985.0,4,,,,,8
11,1985.0,5,,,,,8
11,1985.0,8,,,,,8
11,1985.0,10,,,,,8
11,1986.0,0,,,,,8
11,1986.0,0,,,,,8
11,1986.0,0,,,,,8
11,1986.0,0,,,,,8
11,1986.0,0,,,,,8
11,1986.0,4,,,,,8
11,1986.0,4,,,,,8
11,1986.0,6,,,,,8
11,1986.0,7,,,,,8
0,1986.0,8,,,,,8
0,1986.0,10,,,,,8
11,1987.0,1,,,,,8
11,1987.0,2,,,,,8
11,1987.0,2,,,,,8
11,1987.0,4,,,,,8
11,1987.0,7,,,,,8
11,1987.0,7,,,,,8
0,1987.0,8,,,,,8
0,1987.0,8,,,,,8
11,1987.0,10,,,,,8
0,1987.0,10,,,,,8
0,1987.0,10,,,,,8
11,1988.0,0,,,,,8
11,1988.0,4,,,,,8
11,1988.0,4,,,,,8
11,1988.0,4,,,,,8
5,1988.0,4,,,,,8
11,1988.0,5,,,,,8
11,1988.0,6,,,,,8
11,1988.0,7,,,,,8
11,1988.0,7,,,,,8
13,1988.0,9,64.0,75.0,2.2,4572.0,2
11,1988.0,10,,,,,8
11,1989.0,0,,,,,8
5,1989.0,3,,,,,8
5,1989.0,4,,,,,8
11,1989.0,4,,,,,8
5,1989.0,5,,,,,8
5,1989.0,5,,,,,8
5,1989.0,5,,,,,8
0,1989.0,5,,,,,8
11,1989.0,5,,,,,8
5,1989.0,7,,,,,8
5,1989.0,8,,,,,8
5,1989.0,10,,,,,8
5,1989.0,10,,,,,8
5,1989.0,10,,,,,8
8,1990.0,0,,,,,8
23,1990.0,0,,,,,8
23,1990.0,4,,,,,8
11,1990.0,4,,,,,8
11,1990.0,4,,,,,8
11,1990.0,5,,,,,8
5,1990.0,5,,,,,8
5,1990.0,6,,,,,8
23,1990.0,6,,,,,8
11,1990.0,7,,,,,8
11,1990.0,7,,,,,8
23,1990.0,9,,,,,8
11,1990.0,10,,,,,8
23,1991.0,0,,,,,8
23,1991.0,0,,,,,8
5,1991.0,1,,,,,8
23,1991.0,3,,,,,8
8,1991.0,4,,,,,8
23,1991.0,4,,,,,8
11,1991.0,4,,,,,8
5,1991.0,4,,,,,8
5,1991.0,4,,,,,8
11,1991.0,5,,,,,8
5,1991.0,5,,,,,8
5,1991.0,6,,,,,8
23,1991.0,7,,,,,8
5,1991.0,7,,,,,8
5,1991.0,7,,,,,8
23,1991.0,7,,,,,8
23,1991.0,8,,,,,8
23,1991.0,8,,,,,8
23,1991.0,8,,,,,8
23,1991.0,9,,,,,8
23,1991.0,9,,,,,8
11,1991.0,10,,,,,8
23,1991.0,10,,,,,8
23,1991.0,10,,,,,8
23,1991.0,10,,,,,8
23,1991.0,10,,,,,8
23,1991.0,11,,,,,8
5,1991.0,11,,,,,8
23,1991.0,11,,,,,8
5,1992.0,0,,,,,8
5,1992.0,1,,,,,8
23,1992.0,1,,,,,8
8,1992.0,1,,,,,8
23,1992.0,2,,,,,8
23,1992.0,2,,,,,8
8,1992.0,2,,,,,8
23,1992.0,2,,,,,8
23,1992.0,3,,,,,8
5,1992.0,3,,,,,8
8,1992.0,4,,,,,8
5,1992.0,4,,,,,8
23,1992.0,4,,,,,8
11,1992.0,4,,,,,8
9,1992.0,4,,,,,8
5,1992.0,5,,,,,8
5,1992.0,5,,,,,8
11,1992.0,5,,,,,8
5,1992.0,5,,,,,8
23,1992.0,6,,,,,8
23,1992.0,6,,,,,8
23,1992.0,7,,,,,8
23,1992.0,7,,,,,8
23,1992.0,7,,,,,8
23,1992.0,7,,,,,8
8,1992.0,8,,,,,8
13,1992.0,8,85.0,44.0,8.2,1796.0,5
13,1992.0,9,,,,,8
23,1992.0,10,,,,,8
23,1992.0,11,,,,,8
23,1993.0,0,,,,,8
8,1993.0,0,,,,,8
8,1993.0,0,,,,,8
8,1993.0,1,,,,,8
23,1993.0,2,,,,,8
23,1993.0,2,,,,,8
8,1993.0,2,,,,,8
12,1993.0,2,,,,,8
12,1993.0,2,,,,,8
23,1993.0,3,,,,,8
23,1993.0,3,,,,,8
23,1993.0,4,,,,,8
23,1993.0,4,,,,,8
11,1993.0,4,,,,,8
22,1993.0,4,,,,,8
23,1993.0,4,,,,,8
23,1993.0,4,,,,,8
11,1993.0,4,,,,,8
8,1993.0,4,,,,,8
23,1993.0,5,,,,,8
11,1993.0,5,,,,,8
23,1993.0,5,,,,,8
23,1993.0,6,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
23,1993.0,7,,,,,8
8,1993.0,7,,,,,8
23,1993.0,8,,,,,8
23,1993.0,10,,,,,8
23,1993.0,10,,,,,8
23,1993.0,10,,,,,8
23,1993.0,11,,,,,8
8,1993.0,11,,,,,8
23,1994.0,0,,,,,8
23,1994.0,0,,,,,8
23,1994.0,0,,,,,8
13,1994.0,1,,,,,8
23,1994.0,1,,,,,8
15,1994.0,2,69.0,4.0,6.3,4.0,7
21,1994.0,2,,,,,8
23,1994.0,2,,,,,8
23,1994.0,2,,,,,8
12,1994.0,2,,,,,8
12,1994.0,2,,,,,8
12,1994.0,2,,,,,8
23,1994.0,2,,,,,8
12,1994.0,2,,,,,8
21,1994.0,2,,,,,8
8,1994.0,2,,,,,8
21,1994.0,2,,,,,8
13,1994.0,3,,,,,8
23,1994.0,3,,,,,8
22,1994.0,3,,,,,8
22,1994.0,3,,,,,8
8,1994.0,3,,,,,8
23,1994.0,4,,,,,8
5,1994.0,4,,,,,8
5,1994.0,4,,,,,8
5,1994.0,4,,,,,8
8,1994.0,4,,,,,8
8,1994.0,4,,,,,8
21,1994.0,4,,,,,8
1,1994.0,5,,,,,8
15,1994.0,6,,,,,8
21,1994.0,6,,,,,8
8,1994.0,6,,,,,8
21,1994.0,6,,,,,8
21,1994.0,6,,,,,8
22,1994.0,6,,,,,8
15,1994.0,6,,,,,8
23,1994.0,7,,,,,8
23,1994.0,7,,,,,8
23,1994.0,7,,,,,8
23,1994.0,7,,,,,8
23,1994.0,7,,,,,8
23,1994.0,7,,,,,8
8,1994.0,7,,,,,8
23,1994.0,7,,,,,8
11,1994.0,7,,,,,8
15,1994.0,7,,,,,8
15,1994.0,7,,,,,8
8,1994.0,7,,,,,8
23,1994.0,7,,,,,8
22,1994.0,7,,,,,8
23,1994.0,7,,,,,8
13,1994.0,8,,,,,8
23,1994.0,8,,,,,8
15,1994.0,8,,,,,8
21,1994.0,8,,,,,8
21,1994.0,8,,,,,8
23,1994.0,9,,,,,8
21,1994.0,9,,,,,8
15,1994.0,9,,,,,8
23,1994.0,10,,,,,8
15,1994.0,10,,,,,8
15,1994.0,10,,,,,8
23,1994.0,10,,,,,8
21,1994.0,10,,,,,8
23,1994.0,10,,,,,8
21,1994.0,10,,,,,8
21,1994.0,10,,,,,8
8,1994.0,10,,,,,8
21,1994.0,10,,,,,8
23,1994.0,11,,,,,8
23,1994.0,11,,,,,8
15,1994.0,11,,,,,8
22,1994.0,11,,,,,8
15,1995.0,0,,,,,8
23,1995.0,0,,,,,8
15,1995.0,0,,,,,8
15,1995.0,0,,,,,8
24,1995.0,1,,,,,8
21,1995.0,1,,,,,8
15,1995.0,1,,,,,8
15,1995.0,1,,,,,8
15,1995.0,2,,,,,8
23,1995.0,2,,,,,8
21,1995.0,2,,,,,8
15,1995.0,2,,,,,8
15,1995.0,2,,,,,8
21,1995.0,2,,,,,8
21,1995.0,2,,,,,8
15,1995.0,2,,,,,8
15,1995.0,2,,,,,8
21,1995.0,2,,,,,8
21,1995.0,2,,,,,8
12,1995.0,2,,,,,8
15,1995.0,2,,,,,8
15,1995.0,2,,,,,8
12,1995.0,2,,,,,8
21,1995.0,2,,,,,8
15,1995.0,3,,,,,8
5,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
15,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
23,1995.0,3,,,,,8
21,1995.0,3,,,,,8
21,1995.0,3,,,,,8
15,1995.0,3,,,,,8
23,1995.0,3,,,,,8
13,1995.0,3,,,,,8
23,1995.0,4,,,,,8
23,1995.0,4,,,,,8
5,1995.0,4,,,,,8
15,1995.0,4,,,,,8
23,1995.0,4,,,,,8
23,1995.0,4,,,,,8
15,1995.0,4,,,,,8
23,1995.0,4,,,,,8
15,1995.0,4,,,,,8
5,1995.0,5,,,,,8
23,1995.0,5,,,,,8
5,1995.0,5,,,,,8
23,1995.0,5,,,,,8
23,1995.0,5,,,,,8
21,1995.0,5,,,,,8
23,1995.0,5,,,,,8
15,1995.0,5,,,,,8
21,1995.0,6,,,,,8
15,1995.0,6,,,,,8
21,1995.0,6,,,,,8
21,1995.0,6,,,,,8
23,1995.0,6,,,,,8
21,1995.0,6,,,,,8
23,1995.0,6,,,,,8
23,1995.0,7,,,,,8
23,1995.0,7,,,,,8
23,1995.0,7,,,,,8
15,1995.0,7,,,,,8
23,1995.0,7,,,,,8
15,1995.0,7,,,,,8
15,1995.0,7,,,,,8
23,1995.0,7,,,,,8
21,1995.0,7,,,,,8
21,1995.0,7,,,,,8
21,1995.0,7,,,,,8
15,1995.0,7,,,,,8
15,1995.0,7,,,,,8
15,1995.0,7,,,,,8
23,1995.0,7,,,,,8
21,1995.0,7,,,,,8
23,1995.0,7,,,,,8
21,1995.0,8,,,,,8
21,1995.0,8,,,,,8
21,1995.0,8,,,,,8
21,1995.0,8,,,,,8
15,1995.0,8,,,,,8
15,1995.0,8,,,,,8
15,1995.0,8,,,,,8
15,1995.0,8,,,,,8
15,1995.0,8,,,,,8
21,1995.0,8,,,,,8
15,1995.0,8,,,,,8
21,1995.0,8,,,,,8
15,1995.0,9,,,,,8
23,1995.0,9,,,,,8
15,1995.0,9,,,,,8
21,1995.0,9,,,,,8
21,1995.0,9,,,,,8
15,1995.0,9,,,,,8
15,1995.0,9,,,,,8
15,1995.0,10,,,,,8
15,1995.0,10,,,,,8
23,1995.0,10,,,,,8
15,1995.0,10,,,,,8
23,1995.0,10,,,,,8
15,1995.0,10,,,,,8
21,1995.0,10,,,,,8
21,1995.0,10,,,,,8
15,1995.0,10,,,,,8
15,1995.0,10,,,,,8
23,1995.0,10,,,,,8
15,1995.0,10,,,,,8
23,1995.0,11,,,,,8
23,1995.0,11,,,,,8
15,1995.0,11,,,,,8
15,1995.0,11,,,,,8
15,1995.0,11,,,,,8
15,1995.0,11,,,,,8
21,1995.0,11,,,,,8
15,1995.0,11,,,,,8
21,1995.0,11,,,,,8
10,1996.0,0,,,,,8
15,1996.0,0,,,,,8
15,1996.0,0,,,,,8
15,1996.0,0,,,,,8
21,1996.0,1,,,,,8
21,1996.0,1,,,,,8
21,1996.0,1,,,,,8
15,1996.0,1,,,,,8
21,1996.0,1,,,,,8
21,1996.0,1,,,,,8
21,1996.0,1,,,,,8
21,1996.0,1,,,,,8
15,1996.0,2,89.0,8.0,8.9,102.0,7
15,1996.0,2,,,,,8
15,1996.0,2,,,,,8
10,1996.0,2,,,,,8
21,1996.0,2,,,,,8
21,1996.0,2,,,,,8
15,1996.0,2,,,,,8
15,1996.0,2,,,,,8
21,1996.0,2,,,,,8
15,1996.0,2,,,,,8
23,1996.0,2,,,,,8
21,1996.0,2,,,,,8
21,1996.0,2,,,,,8
21,1996.0,2,,,,,8
12,1996.0,2,,,,,8
21,1996.0,2,,,,,8
12,1996.0,2,,,,,8
15,1996.0,3,,,,,8
15,1996.0,3,92.0,15.0,7.4,48.0,4
15,1996.0,3,,,,,8
15,1996.0,3,,,,,8
15,1996.0,3,,,,,8
15,1996.0,3,,,,,8
15,1996.0,3,,,,,8
15,1996.0,3,,,,,8
10,1996.0,3,,,,,8
21,1996.0,3,,,,,8
10,1996.0,4,,,,,8
15,1996.0,4,,,,,8
23,1996.0,4,,,,,8
5,1996.0,4,,,,,8
23,1996.0,4,,,,,8
15,1996.0,4,,,,,8
21,1996.0,4,,,,,8
15,1996.0,4,,,,,8
15,1996.0,4,,,,,8
15,1996.0,4,,,,,8
5,1996.0,5,,,,,8
5,1996.0,5,,,,,8
21,1996.0,5,,,,,8
10,1996.0,6,,,,,8
10,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
10,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
21,1996.0,6,,,,,8
15,1996.0,6,,,,,8
15,1996.0,6,,,,,8
5,1996.0,7,,,,,8
23,1996.0,7,,,,,8
23,1996.0,7,,,,,8
15,1996.0,7,,,,,8
15,1996.0,7,,,,,8
23,1996.0,7,,,,,8
15,1996.0,7,,,,,8
15,1996.0,7,,,,,8
5,1996.0,7,,,,,8
15,1996.0,7,,,,,8
21,1996.0,7,,,,,8
23,1996.0,7,,,,,8
21,1996.0,7,,,,,8
23,1996.0,7,,,,,8
15,1996.0,7,,,,,8
15,1996.0,7,,,,,8
23,1996.0,7,,,,,8
23,1996.0,7,,,,,8
21,1996.0,7,,,,,8
23,1996.0,7,,,,,8
14,1996.0,7,,,,,8
15,1996.0,7,,,,,8
15,1996.0,8,,,,,8
15,1996.0,8,,,,,8
21,1996.0,8,,,,,8
21,1996.0,8,,,,,8
15,1996.0,8,,,,,8
21,1996.0,8,,,,,8
13,1996.0,9,,,,,8
15,1996.0,9,,,,,8
10,1996.0,9,,,,,8
10,1996.0,9,,,,,8
15,1996.0,9,,,,,8
15,1996.0,9,,,,,8
21,1996.0,9,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
10,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
21,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
21,1996.0,10,,,,,8
15,1996.0,10,,,,,8
10,1996.0,10,,,,,8
10,1996.0,10,,,,,8
23,1996.0,10,,,,,8
10,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
21,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
15,1996.0,10,,,,,8
23,1996.0,11,,,,,8
15,1996.0,11,,,,,8
21,1996.0,11,,,,,8
21,1996.0,11,,,,,8
15,1996.0,11,,,,,8
23,1996.0,11,,,,,8
21,1996.0,11,,,,,8
15,1996.0,11,,,,,8
15,1997.0,0,,,,,8
15,1997.0,0,,,,,8
10,1997.0,0,,,,,8
15,1997.0,0,,,,,8
15,1997.0,0,,,,,8
15,1997.0,0,,,,,8
15,1997.0,0,,,,,8
10,1997.0,0,,,,,8
15,1997.0,0,,,,,8
21,1997.0,0,,,,,8
15,1997.0,0,,,,,8
21,1997.0,0,,,,,8
13,1997.0,1,83.0,12.0,,,1
15,1997.0,1,,,,,8
21,1997.0,1,,,,,8
15,1997.0,1,,,,,8
10,1997.0,1,,,,,8
21,1997.0,1,,,,,8
15,1997.0,1,,,,,8
10,1997.0,2,,,,,8
15,1997.0,2,83.0,13.0,7.9,16.0,7
15,1997.0,2,,,,,8
15,1997.0,2,,,,,8
21,1997.0,2,,,,,8
21,1997.0,2,,,,,8
21,1997.0,2,,,,,8
15,1997.0,2,,,,,8
15,1997.0,2,,,,,8
21,1997.0,2,,,,,8
15,1997.0,3,,,,,8
5,1997.0,3,,,,,8
5,1997.0,3,,,,,8
15,1997.0,3,,,,,8
15,1997.0,3,,,,,8
10,1997.0,3,,,,,8
15,1997.0,3,,,,,8
21,1997.0,3,,,,,8
15,1997.0,4,,,,,8
10,1997.0,4,,,,,8
5,1997.0,4,,,,,8
10,1997.0,4,,,,,8
23,1997.0,4,,,,,8
15,1997.0,4,,,,,8
15,1997.0,4,,,,,8
15,1997.0,4,,,,,8
21,1997.0,4,,,,,8
15,1997.0,4,,,,,8
21,1997.0,4,,,,,8
15,1997.0,4,,,,,8
15,1997.0,5,,,,,8
10,1997.0,5,,,,,8
5,1997.0,5,,,,,8
21,1997.0,5,,,,,8
15,1997.0,5,,,,,8
15,1997.0,6,96.0,16.0,8.7,138.0,1
10,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
10,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
15,1997.0,6,,,,,8
13,1997.0,6,,,7.5,6.0,1
15,1997.0,7,92.0,20.0,9.2,1282.0,7
15,1997.0,7,83.0,12.0,8.2,190.0,7
15,1997.0,7,,,,,8
15,1997.0,7,,,,,8
15,1997.0,7,,,,,8
15,1997.0,7,,,,,8
21,1997.0,7,,,,,8
5,1997.0,7,,,,,8
21,1997.0,7,,,,,8
15,1997.0,7,,,,,8
21,1997.0,7,,,,,8
15,1997.0,7,,,,,8
21,1997.0,7,,,,,8
21,1997.0,7,,,,,8
15,1997.0,7,,,,,8
10,1997.0,8,,,,,8
13,1997.0,8,96.0,24.0,9.1,3161.0,5
10,1997.0,8,,,,,8
15,1997.0,8,,,,,8
15,1997.0,8,,,,,8
15,1997.0,8,,,,,8
21,1997.0,8,,,,,8
15,1997.0,8,,,,,8
15,1997.0,8,,,,,8
15,1997.0,8,,,,,8
15,1997.0,8,79.0,7.0,7.8,4.0,1
15,1997.0,8,76.0,11.0,,,7
15,1997.0,9,,,,,8
15,1997.0,9,86.0,5.0,8.3,10.0,8
15,1997.0,9,83.0,10.0,8.2,22.0,7
15,1997.0,9,,,,,8
15,1997.0,9,,,,,8
15,1997.0,9,,,,,8
15,1997.0,9,,,,,8
15,1997.0,9,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
21,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
21,1997.0,10,,,,,8
23,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
15,1997.0,10,,,,,8
21,1997.0,11,,,,,8
15,1997.0,11,,,,,8
15,1997.0,11,,,,,8
15,1997.0,11,,,,,8
15,1997.0,11,,,,,8
21,1997.0,11,,,,,8
15,1997.0,11,,,,,8
21,1997.0,11,,,,,8
21,1997.0,11,,,,,8
15,1997.0,11,,,,,8
10,1998.0,0,,,,,8
15,1998.0,0,70.0,15.0,8.0,67.0,7
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
3,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,0,,,,,8
15,1998.0,1,,,,,8
5,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,1,,,,,8
15,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,1,,,,,8
21,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,1,,,,,8
3,1998.0,1,,,,,8
21,1998.0,1,,,,,8
15,1998.0,2,96.0,15.0,9.1,367.0,7
10,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
3,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,84.0,10.0,8.6,18.0,7
15,1998.0,2,,,,,8
10,1998.0,2,,,,,8
15,1998.0,2,,,,,8
21,1998.0,2,,,,,8
15,1998.0,2,,,,,8
21,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
10,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
15,1998.0,2,,,,,8
21,1998.0,2,,,,,8
10,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,3,,,,,8
15,1998.0,4,91.0,12.0,8.9,432.0,1
15,1998.0,4,,,,,8
10,1998.0,4,,,,,8
15,1998.0,4,,,,,8
3,1998.0,4,,,,,8
10,1998.0,4,,,,,8
15,1998.0,4,,,,,8
15,1998.0,4,,,,,8
10,1998.0,4,,,,,8
5,1998.0,4,,,,,8
23,1998.0,4,,,,,8
15,1998.0,4,,,,,8
21,1998.0,4,,,,,8
5,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
15,1998.0,5,,,,,8
10,1998.0,6,,,,,8
10,1998.0,6,,,,,8
10,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
10,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
10,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
15,1998.0,6,,,,,8
5,1998.0,7,,,,,8
15,1998.0,7,81.0,17.0,8.9,89.0,5
15,1998.0,7,84.0,15.0,8.4,204.0,7
15,1998.0,7,81.0,12.0,8.5,17.0,1
15,1998.0,7,80.0,13.0,8.5,44.0,1
15,1998.0,7,,,,,8
